Id,SalePrice
1461,123216.0013059711
1462,147965.10134424674
1463,177685.3312598638
1464,189123.62805842704
1465,217151.17214971845
1466,189123.62805842704
1467,156812.75564549246
1468,182930.95749984807
1469,177687.57292343833
1470,109924.03145803686
1471,182816.51463706803
1472,130548.42373347805
1473,131645.39166086493
1474,166503.52995449485
1475,155348.83834316494
1476,569937.8563438059
1477,268444.78446445434
1478,319841.3886887496
1479,256854.12491812572
1480,457089.7440722783
1481,303119.1582940893
1482,230166.83262795038
1483,167205.82331015353
1484,182175.94406563355
1485,182522.26129607818
1486,216234.49067127125
1487,300327.5392918523
1488,256449.25810242735
1489,193377.37257689174
1490,188185.07453896926
1491,201837.98197570295
1492,102953.06437108963
1493,173306.50475250784
1494,314622.9372434176
1495,294991.6519822036
1496,202035.7152010685
1497,230300.79688187226
1498,175375.41945141664
1499,175375.41945141664
1500,159930.4384348725
1501,185324.12053826422
1502,170667.79942178127
1503,287103.9261926831
1504,250647.3535732976
1505,202035.7152010685
1506,184391.06243385145
1507,217317.7116305201
1508,196326.59546240317
1509,168574.1570765199
1510,142115.00498521366
1511,141732.92564443743
1512,156870.54673609743
1513,185464.8910812944
1514,140373.82978587458
1515,177590.2717906786
1516,160365.96782427037
1517,141079.5169829666
1518,150200.67041201823
1519,199633.90614154955
1520,138413.75864221086
1521,141732.92564443743
1522,168726.0294575631
1523,128770.03508193286
1524,127754.48411751706
1525,125245.7318014909
1526,125356.39894105111
1527,88402.18066019367
1528,129507.46516913916
1529,138770.91020738354
1530,160413.00652583616
1531,115689.52946729863
1532,101776.66164812661
1533,142714.29982332795
1534,129391.51630408573
1535,149538.21367638058
1536,114328.57890657986
1537,64917.8448811983
1538,170958.30530348796
1539,224209.5197749566
1540,141021.9975832354
1541,146574.7321369789
1542,150925.39955137463
1543,225244.523213595
1544,73556.01538442382
1545,125472.86858798476
1546,128792.03559021134
1547,139522.1503368197
1548,143147.13304013485
1549,110280.0498794143
1550,136174.54881792053
1551,116830.93523809861
1552,128242.30241867363
1553,138980.47369631223
1554,123322.69708162344
1555,152192.59484593765
1556,113729.09819270547
1557,124991.85836499986
1558,116342.40963604151
1559,133103.32924878038
1560,130867.49813586575
1561,153866.05824915305
1562,120375.62598197864
1563,122263.09874234829
1564,154260.15668650137
1565,153420.8134234084
1566,186053.8840680553
1567,73556.01538442382
1568,201829.0354565184
1569,125374.20307603772
1570,129163.99635363833
1571,131250.41551064615
1572,132984.10567733698
1573,232439.07639645017
1574,145041.96156000832
1575,178790.7204253018
1576,192364.5539118902
1577,227542.68176708787
1578,129256.83154818388
1579,136355.16230936535
1580,207396.96579179348
1581,131975.66775300677
1582,124332.24058067673
1583,283747.67431955313
1584,244622.46018005503
1585,137599.7808945951
1586,59325.60897257601
1587,125245.7318014909
1588,140659.09699699449
1589,103851.79590126875
1590,139508.73501773234
1591,111515.18754452966
1592,117985.60883610611
1593,111720.67661222738
1594,195469.8739877709
1595,143877.03225784513
1596,236100.25636795934
1597,163610.41094378027
1598,207482.98271094146
1599,210049.40826552885
1600,211613.59225139604
1601,53552.9074697774
1602,116830.93523809861
1603,84444.69589278958
1604,264852.5184829694
1605,276941.82827503025
1606,153765.51017277644
1607,201554.1440786441
1608,203803.47107135836
1609,196647.0593932744
1610,171767.7058429429
1611,143688.6639215465
1612,165342.20459176443
1613,155298.41739450014
1614,125297.62221255919
1615,117804.1802643436
1616,117804.1802643436
1617,117804.1802643436
1618,124332.24058067673
1619,128546.01653872879
1620,177286.40371202672
1621,152795.06961106756
1622,148783.0843427958
1623,256459.65950776212
1624,199663.38242643393
1625,128054.60927648417
1626,165239.0512561473
1627,189123.62805842704
1628,305791.4004462548
1629,205826.57670012853
1630,333838.05552121316
1631,235427.49198532087
1632,256327.81911089795
1633,182522.26129607818
1634,189123.62805842704
1635,185774.02262885775
1636,158257.05913145308
1637,183633.756050346
1638,239275.69451371464
1639,177276.7893459592
1640,265457.6654474432
1641,181154.2246155887
1642,228794.12345001588
1643,268573.8614744813
1644,253370.12007691045
1645,161575.01427902217
1646,146302.86839914136
1647,169633.1102808233
1648,137697.0815599406
1649,129363.12591705822
1650,108988.88507194529
1651,108988.88507194529
1652,130548.42373347805
1653,130548.42373347805
1654,173747.76082199859
1655,161655.80343480528
1656,166503.52995449485
1657,173747.76082199859
1658,166503.52995449485
1659,155915.83606928334
1660,135828.7154620478
1661,470881.9877809995
1662,563706.2206374854
1663,388255.6082628466
1664,475172.8098252776
1665,348565.23449335847
1666,260026.8689972044
1667,351511.96722504497
1668,314963.8368282754
1669,307169.40916212974
1670,353679.5503205931
1671,209614.94875374227
1672,365684.60297147057
1673,319106.94732428854
1674,265130.2305364946
1675,167205.82331015353
1676,167500.07665114338
1677,195189.44782388202
1678,372902.88400885777
1679,283020.02551676624
1680,380795.40741042944
1681,309533.4429804434
1682,244400.7548005685
1683,184859.96945812608
1684,190133.33873681028
1685,190586.8835984882
1686,180347.13095464505
1687,182522.26129607818
1688,205826.57670012853
1689,205365.84489974767
1690,198047.12047664291
1691,182522.26129607818
1692,288300.7241018369
1693,182522.26129607818
1694,185774.02262885775
1695,184859.96945812608
1696,278215.27385131887
1697,184859.96945812608
1698,383176.3680164853
1699,290337.1906374151
1700,252542.03470659678
1701,296644.76783501834
1702,287680.5986139476
1703,283391.97780992574
1704,274004.1306063289
1705,234976.82057041686
1706,370009.9618097919
1707,206141.17923340626
1708,206141.17923340626
1709,313411.0944387552
1710,234976.82057041686
1711,262701.43503928295
1712,281661.8393353198
1713,219276.32278118073
1714,202476.97127055924
1715,207482.98271094146
1716,186331.11599048527
1717,178491.30583796446
1718,154572.420903784
1719,213647.89578156802
1720,237976.3037733407
1721,173362.34316423477
1722,146379.42463752948
1723,146406.02173475848
1724,206141.17923340626
1725,246170.67636518882
1726,195824.0319907979
1727,163057.20990088824
1728,202476.97127055924
1729,170276.02394159333
1730,189352.20609981605
1731,126371.45086000214
1732,121713.8571937611
1733,121713.8571937611
1734,130463.55166173016
1735,126371.45086000214
1736,126371.45086000214
1737,271222.04001723725
1738,211811.13949600322
1739,321624.22370763536
1740,232000.9556341805
1741,177389.07439854828
1742,182054.43372188156
1743,190451.05293861224
1744,259020.51327757258
1745,200012.5492843044
1746,327796.6362425704
1747,244357.2073167795
1748,230452.57058853988
1749,143673.87957157553
1750,145909.89851791327
1751,245914.02463743827
1752,119239.02453626096
1753,158215.53913118405
1754,239275.69451371464
1755,152876.97556392424
1756,109374.78990944967
1757,121713.8571937611
1758,136579.16746202286
1759,159481.47947358157
1760,145118.41780765308
1761,145118.41780765308
1762,187677.91988454407
1763,168726.0294575631
1764,125245.7318014909
1765,187952.2216753019
1766,164964.81676598918
1767,172018.51564203357
1768,136009.64065788573
1769,168581.16723391728
1770,135306.89060858995
1771,139328.8076601123
1772,147037.6923128229
1773,125487.59626359101
1774,164286.56277176563
1775,133572.28336455417
1776,128321.4818436355
1777,95474.37152414407
1778,125829.53346081571
1779,135193.80644809097
1780,179131.81370371894
1781,129084.05055022078
1782,85149.94342641835
1783,123430.03829130428
1784,85621.09861575258
1785,107033.31546604609
1786,135103.25495629615
1787,184525.76089759133
1788,57572.70027117662
1789,97154.92862431247
1790,43233.533896542904
1791,217902.9563254808
1792,158075.29836378826
1793,134613.92743797693
1794,130607.20046196987
1795,136954.9699102756
1796,141260.44217880451
1797,131015.68506891301
1798,129421.90264555013
1799,109266.37094098757
1800,138770.91020738354
1801,127764.89403930241
1802,156151.138893551
1803,183151.84234594094
1804,127343.16632238933
1805,135687.75608541988
1806,139242.77880433635
1807,140571.1584931709
1808,113725.12028697468
1809,128551.16075556437
1810,146131.1070417184
1811,121004.41377562488
1812,122462.6705254663
1813,131113.28515020167
1814,84914.4430886164
1815,57572.70027117662
1816,90302.6864540745
1817,117649.05621201843
1818,151674.6720643579
1819,121961.4774508873
1820,79676.48903372983
1821,142037.7443627989
1822,135243.0548927928
1823,51743.887095445
1824,136597.2350942949
1825,136635.77328393943
1826,111998.23390261554
1827,102867.77495067229
1828,144786.1146466318
1829,107033.31546604609
1830,149946.37119571245
1831,185209.3802023505
1832,160143.2231535826
1833,178404.3734587356
1834,132060.2473201149
1835,164286.04710431676
1836,163002.8647130198
1837,87507.70050337209
1838,132727.81025418092
1839,78260.97004590492
1840,150865.9284311875
1841,140336.22049311822
1842,111625.51405994227
1843,129363.12591705822
1844,137226.46927392556
1845,165807.6109227118
1846,143664.56016312964
1847,179005.96231627883
1848,57572.70027117662
1849,133196.48091630143
1850,131704.1683893568
1851,160631.2813661296
1852,128321.4818436355
1853,132002.26485023578
1854,168241.54679841583
1855,151804.87917220377
1856,216752.19756666123
1857,128489.73421068297
1858,184938.49085813767
1859,153979.32120861992
1860,144657.97493214408
1861,153979.32120861992
1862,308488.912772532
1863,308488.912772532
1864,308488.912772532
1865,343355.2025769367
1866,340400.02687220986
1867,263732.4469545802
1868,281360.30433105497
1869,192463.15536032667
1870,241659.87352129663
1871,242789.16474297116
1872,177249.61050741782
1873,211811.13949600322
1874,136922.16003548374
1875,195267.62364491116
1876,199663.38242643393
1877,184859.96945812608
1878,202035.7152010685
1879,129665.72656449403
1880,127910.16404850777
1881,207482.98271094146
1882,283020.02551676624
1883,217082.17220463158
1884,225961.9924077044
1885,245242.72838947747
1886,253370.12007691045
1887,184859.96945812608
1888,265550.4165179256
1889,186918.23377092712
1890,124177.38414456228
1891,150222.75569155408
1892,109374.78990944967
1893,138819.36418541797
1894,140373.82978587458
1895,157297.44334470757
1896,123800.74787993892
1897,121655.56441490454
1898,129391.51630408573
1899,121847.12942266291
1900,144170.0319146332
1901,146131.1070417184
1902,143585.61057667274
1903,233001.537308549
1904,128321.4818436355
1905,171039.07819291655
1906,147271.2650148942
1907,193749.7214764519
1908,137226.46927392556
1909,148522.4403538619
1910,148522.4403538619
1911,210921.18257426092
1912,258191.93538566615
1913,121692.96844262554
1914,73556.01538442382
1915,295826.7314333754
1916,52053.93451055252
1917,289483.05668501946
1918,133160.96556942654
1919,150375.1252860972
1920,176611.96548169435
1921,384303.7829683141
1922,342034.75579184527
1923,209353.58219706986
1924,198189.60265558894
1925,230946.60134557306
1926,388746.31637925556
1927,129363.12591705822
1928,153717.66676883982
1929,122263.09874234829
1930,148520.73100470833
1931,135720.48841199663
1932,152795.06961106756
1933,159137.4953975838
1934,189123.62805842704
1935,182930.95749984807
1936,189123.62805842704
1937,189123.62805842704
1938,163004.49642971653
1939,257041.13691813344
1940,217151.17214971845
1941,189123.62805842704
1942,192734.49255994623
1943,222591.28123180114
1944,344348.139909479
1945,340564.66415027704
1946,157429.87004444507
1947,335736.4480191002
1948,159851.3735038985
1949,212526.98063249938
1950,172080.51142299562
1951,244357.2073167795
1952,218896.58318900128
1953,152207.07858153098
1954,244357.2073167795
1955,144044.58916021013
1956,244204.99160913902
1957,165533.30459713715
1958,314622.9372434176
1959,168115.03941549605
1960,110889.4130899193
1961,122830.09646846673
1962,130548.42373347805
1963,130548.42373347805
1964,143673.87957157553
1965,166503.52995449485
1966,161655.80343480528
1967,260150.20823245865
1968,317643.51071453356
1969,378758.0105201928
1970,455152.3411215365
1971,461456.8714491427
1972,399199.8324247861
1973,321202.75535342476
1974,315177.74974379333
1975,377588.79793104314
1976,243358.19554896376
1977,367794.62917981757
1978,371510.7958303733
1979,366080.8418007632
1980,185520.8245603727
1981,343092.6217438262
1982,230166.83262795038
1983,230166.83262795038
1984,207482.98271094146
1985,190451.05293861224
1986,202476.97127055924
1987,192757.4087013165
1988,181785.42790443217
1989,213992.63277377991
1990,244332.29315889362
1991,195189.44782388202
1992,221272.28788727816
1993,184859.96945812608
1994,278215.27385131887
1995,205826.57670012853
1996,281778.49708387733
1997,362186.76935200504
1998,313599.20685637265
1999,236237.69271408676
2000,330208.7764700108
