Id,SalePrice
1461,131028.60472459438
1462,157252.9775617261
1463,172830.05310237018
1464,183984.46118158076
1465,195980.67399464906
1466,185378.28489494746
1467,174125.81070013568
1468,176617.45324141183
1469,192349.96408540162
1470,114931.960931037
1471,206825.75650137404
1472,96695.5374555898
1473,102540.35151925181
1474,151401.57792094708
1475,143363.00486198123
1476,355324.12027975527
1477,257763.69650960108
1478,294733.51258078846
1479,243200.42702308053
1480,502953.2397285795
1481,330671.7811564724
1482,207721.21389808704
1483,179475.256983662
1484,174246.55209686962
1485,174104.65980915655
1486,203306.05839856333
1487,331024.9428850935
1488,248760.40612809543
1489,201287.5107542488
1490,193929.86164964008
1491,192585.30920925143
1492,102236.20793451459
1493,182610.88119293866
1494,298422.8775452615
1495,295780.6954328674
1496,229442.96288278163
1497,197143.63928986958
1498,158527.2575885534
1499,157342.03713566953
1500,148311.11920935469
1501,173839.86532965366
1502,160313.10347651067
1503,287940.8129928951
1504,229224.6848394035
1505,222239.55208316015
1506,189283.5716718533
1507,213562.3322313081
1508,200859.10520697365
1509,164770.96358430228
1510,150283.49990823652
1511,147716.5222218411
1512,159497.301393184
1513,162522.59140545072
1514,158401.56308262717
1515,171769.33363979872
1516,158724.48848235531
1517,153390.06789841608
1518,134548.1844686674
1519,226747.2996623497
1520,139588.29417090735
1521,142653.8452640259
1522,163258.61654637475
1523,123800.18891980883
1524,124281.9296807021
1525,130039.75454656196
1526,128498.81894630614
1527,105690.12518678857
1528,136103.00409994327
1529,144722.5056489504
1530,175661.0335237723
1531,121298.18394979248
1532,108404.6307529284
1533,142140.41901804865
1534,124274.6519725641
1535,147140.46947420732
1536,122819.53608182765
1537,73194.73569094439
1538,152860.3052595998
1539,171652.04248335358
1540,106852.55971829928
1541,151988.2216084714
1542,139473.73978549414
1543,220938.50816545583
1544,83965.75949472883
1545,113662.17194908643
1546,119892.65573916952
1547,133082.77258225452
1548,131854.65297644964
1549,118229.03488049856
1550,135284.16714830569
1551,122971.27644467856
1552,133346.2432750378
1553,139949.46012692672
1554,108798.7955411142
1555,161952.1624867402
1556,82687.34180259668
1557,128874.3435702513
1558,88674.59326079111
1559,115257.91166978248
1560,140000.56308904695
1561,136910.92627436304
1562,126941.77546115496
1563,123016.52049857871
1564,160183.8269227009
1565,150397.8353049876
1566,228806.9000874541
1567,74766.66044012834
1568,217414.41794084862
1569,135088.1059198738
1570,126978.6910537676
1571,111322.57775115097
1572,148148.3904790029
1573,249984.68723596595
1574,121258.87667857709
1575,206814.54120999333
1576,211295.30751484362
1577,200958.02509536443
1578,150719.923912337
1579,143332.00842265913
1580,193687.00886094497
1581,141078.5273711495
1582,128873.70618065094
1583,332479.88674580655
1584,237652.16872838687
1585,141731.6676034823
1586,68365.29240857414
1587,101876.84892470435
1588,149627.72250882752
1589,106114.8369415577
1590,135175.24383131057
1591,102758.79542900318
1592,130475.02096976383
1593,116334.57955518365
1594,155626.66434244046
1595,116149.04564367163
1596,243719.93356530435
1597,164595.4326514341
1598,176441.7490056142
1599,172077.01730590724
1600,176424.865664613
1601,73038.77368760991
1602,119996.18056112994
1603,103243.67838131383
1604,277851.2419118836
1605,244797.6591503661
1606,171526.55322861276
1607,182878.84478744393
1608,217599.696747678
1609,186915.7429030115
1610,151840.08759204505
1611,151039.9896879683
1612,156753.19343646077
1613,162351.8883518848
1614,126091.8442755211
1615,94780.07301198627
1616,84416.34015355412
1617,103695.0256376171
1618,127064.2373850734
1619,135500.6827207709
1620,149742.5139999911
1621,137142.86100477196
1622,149236.50652489153
1623,290955.1478485394
1624,210598.74652743802
1625,131392.41527189908
1626,172809.56946417395
1627,188434.96683786163
1628,271722.5019627078
1629,173434.47874703532
1630,369510.2154327646
1631,212625.1625785344
1632,248609.82642374656
1633,170642.12261019324
1634,180381.30486797413
1635,179357.64942270043
1636,164830.3476358581
1637,177967.67240094824
1638,206105.42802886336
1639,191341.37786089382
1640,274522.1959413107
1641,187974.46664052372
1642,226848.74017897528
1643,229612.88732577712
1644,228970.55566336788
1645,186166.74379815924
1646,157076.35242197473
1647,164976.9148278624
1648,140667.08981443694
1649,141340.18782269012
1650,120273.50554993119
1651,124720.47911961259
1652,94932.23026041176
1653,99657.80113200961
1654,154125.52436494813
1655,159713.3752261669
1656,150281.92041523254
1657,154316.61814682043
1658,153568.05051368792
1659,145649.38600347354
1660,144012.53139570198
1661,464419.856734117
1662,394898.4510688343
1663,387195.00237669924
1664,505431.98000823194
1665,300868.8816136978
1666,319903.6189061396
1667,363375.6561066734
1668,324883.8511790282
1669,286346.6310351174
1670,333769.33951696946
1671,277349.47346190194
1672,493515.76639398996
1673,288210.864304262
1674,255914.59203053112
1675,186479.74173013182
1676,189948.94279687773
1677,221045.77453201142
1678,507250.88024563226
1679,367856.08432564995
1680,325106.88935600704
1681,234774.980121524
1682,298741.24382465146
1683,188645.94336755393
1684,173203.82016130476
1685,174784.44410222114
1686,170680.353604373
1687,167494.99307526663
1688,187791.91165134058
1689,184343.73220149448
1690,184454.43115482354
1691,180429.4446271436
1692,235096.62387054437
1693,169970.12624510512
1694,180873.31178564287
1695,168732.18635869332
1696,271025.4615947733
1697,170601.86668814937
1698,352420.98631516815
1699,334844.4997395177
1700,234294.12523886564
1701,271828.23396457307
1702,259660.72633835126
1703,261729.6071203636
1704,302433.4467141018
1705,215264.32033297262
1706,487585.22068519425
1707,218762.51709025382
1708,219464.84721299008
1709,270795.3350885796
1710,221716.84691723585
1711,236739.87675987429
1712,243949.77829033782
1713,269131.2206167071
1714,228262.7603453824
1715,205608.82881832222
1716,179965.81868661792
1717,169647.15736496035
1718,141932.76100869855
1719,209891.83287430342
1720,258708.58153043542
1721,168743.55787153228
1722,133591.13268887965
1723,154836.62665642504
1724,219433.7955676428
1725,230538.14684441217
1726,190413.66417567976
1727,173686.01371744022
1728,183584.25091964751
1729,165242.6706589896
1730,134486.7052061431
1731,120763.12962848759
1732,134609.40600087546
1733,125274.61036307532
1734,132608.30750971634
1735,133286.8553972051
1736,115840.50854243933
1737,313541.88495087554
1738,231266.8671966181
1739,298291.5421560236
1740,185407.1938107113
1741,182474.53560983212
1742,172980.80454233324
1743,175447.79794158836
1744,311270.3827587254
1745,233963.2225924626
1746,200204.9136889596
1747,195108.13008209458
1748,222053.7306864376
1749,163178.28811119773
1750,143929.9606062511
1751,236770.65537918932
1752,125458.77908308282
1753,141320.73497310543
1754,220605.75916150844
1755,168207.97929802586
1756,126106.08422011133
1757,121915.66074833422
1758,148904.56673904505
1759,161129.86288788493
1760,162506.3274445916
1761,149840.9642407633
1762,169945.0318112371
1763,168085.6123217545
1764,119645.79866885167
1765,172362.70194827666
1766,168628.8996009604
1767,204882.7452558265
1768,142500.26234179013
1769,172590.6911289473
1770,138586.04657735064
1771,136257.4727379448
1772,141251.290936933
1773,144112.62374572133
1774,135681.67053778635
1775,137680.8969197307
1776,127954.70213870477
1777,118846.76891648659
1778,131410.93343292768
1779,106545.66168305863
1780,175411.67317034194
1781,135185.30330288198
1782,94778.72397178992
1783,137517.08759965142
1784,100119.80263480994
1785,120100.61740096753
1786,136419.72425996495
1787,166684.17988642765
1788,58792.293567800865
1789,92849.54015813365
1790,80766.15088043189
1791,182531.6276116866
1792,156100.09610955985
1793,148021.37910819222
1794,139263.4433881626
1795,142994.91063393923
1796,104994.49292853143
1797,116541.65605126104
1798,131476.66179133186
1799,111878.84745888216
1800,125758.08191372194
1801,134173.99797939573
1802,121176.5223813352
1803,156191.94808821985
1804,140015.89014726877
1805,140459.46889336943
1806,127811.2947831353
1807,151418.22772922745
1808,115554.54060921689
1809,109489.92902614595
1810,137667.49816479886
1811,118816.28175465358
1812,117967.73487540329
1813,122808.16833437343
1814,105945.33986342524
1815,60798.90982352782
1816,100443.0147347754
1817,113609.50127259911
1818,137554.6013947912
1819,116821.10304206437
1820,72610.55792649432
1821,111401.27443419023
1822,153369.71461075527
1823,59789.554745771915
1824,136065.0602128744
1825,123272.1617330849
1826,106913.54741342225
1827,108593.56285264551
1828,140233.40292017907
1829,116143.07323674232
1830,149971.98941663274
1831,158806.52408459203
1832,107089.70052526164
1833,145877.8091192984
1834,119949.65147252986
1835,167428.04713597934
1836,136777.09709663002
1837,106070.78258522386
1838,138101.60865672262
1839,90392.14581386863
1840,166528.97394359633
1841,147451.23613321182
1842,86133.69512181812
1843,140493.94229869547
1844,124951.04134227723
